title,url,company,description,city,requirements,experience
Senior Python Engineer,https://jobs.dou.ua/companies/planeks/vacancies/272642/,PLANEKS,"This position supposes that you have the following knowledge and competencies:5+ years of commercial software engineering experience using Python for Web.Strong soft skills including leadership — ability to hire, develop, inspire, motivate, train and manage the team to meet high goals.Knowledge of Django, FastAPI, Flask, Python CMSs would be a plus. Knowledge of SQL and NoSQL databases.Knowledge of designing and writing APIs or RESTful endpoints.Multi-threading, asynchronous and microservice software development experience.Understanding of network principles (TCP / IP, DNS, HTTP, SSL).Knowledge of message streams and brokers RabbitMQ, Kafka, etc.Strong expertise in software design, development and development management.Knowledge OOP, Architecture Patterns and Best Practices for tech solutions.Excellent English communication skills (both verbal and written). Will be a plus:Knowledge of another programming language except for Python.Strong understanding of CI/CD process and cloud platforms.Experience with Machine Learning or Artificial Intelligence.Business-oriented approach. Responsibilities:Being on the edge of technology, management, and business.Working with the founders on directions and goals for the development team.Technical mentoring and coaching of developers.Being a part of recruitment processes.Integrate the newest technologies and approaches which will be used by other developers in the company.Constantly adding value to the experience of our customers... and coding!What PLANEKS offers:0. Fast and comfortable hiring process.1. 100% remote work opportunity and flexitime — choose working hours between 8:00-20:00.2. Manage your compensation $$$$ budget — Travel tickets, Work equipment, Health insurance, Software, Sport, Training.3. Salary paid in USD + tax compensation. Revision every 12 months. We want everyone to be confident in what tomorrow brings.4. Everything to provide a good rest. YES: Paid vacation, national holidays, sick leaves(and support in case of serious diseases). NO: overtime, work on weekends.5. Regular feedback, mentorship, code review. Friendly and professional team that supports you. Well, we’re proud of how we handle that. So you can always count on us.6. Speaking clubs with a native speaker to constantly maintain your English level.7. No bureaucracy — transparent processes and flat management. Working remotely means keeping things as simple as possible to work efficiently. We propose something more significant than a job. PLANEKS means developing a new lifestyle for our colleagues and clients. So take your part in it!",віддалено,"Python, SQL, Django, Flask, FastAPI, RabbitMQ, Threading",5+
Senior Python developer,https://jobs.dou.ua/companies/yalantis/vacancies/240514/,Yalantis,"We’re looking for an experienced Python developer to join our team. The client is a financial technology company focusing on reducing compliance-related risk, accelerating growth-promoting business processes, and enhancing the brand equity of firms operating under stringent customer protection rules.Responsibilities:Participate in analysing and developing appropriate solutions for customer needs on a specific roadmap.Collaborating with other developers and product managers to execute objectives.Develop solid unit and integration tests.Requirements:6+ years of professional experience in Python.Experience with frameworks like Aiohttp, FastAPI or similar.Experience AWS Cloud Services (cloudformation, sam, IaC).Experience with FireStore and/or DynamoDB database and Python libraries for it.Upper-Intermediate level of English.Nice to have:GraphQL, Python libraries for GraphQL, AWS AppSync.Ability to set up hosting on AWS ECS Fargate.GitHub ActionsOur benefits:GROWTH & EDUCATIONIndividual development plan.Mentoring program.Evaluation process.Professional education.Covering the cost of professional certifications.Corporate library.English classes.COMMUNITYTechnological community.Volunteering & Charity.Yalantis events.Yalantis Education.Project Teambuilding activities.Workation in Larnaca.WELLBEINGMedical insurance/Health check-up/Sports activities compensation — up to your choice.Vacation & Day Offs.Mental health support program.Public holidays.Financial and legal support for private entrepreneurs.WORK ENVIRONMENTCozy offices (Dnipro, Kyiv, Lviv, Warsaw, Larnaca).Corporate Top-notch equipment and quality tools.Flexible format of work.Eco & Pet-friendly space.Fun activities in offices.Y-bucks & Yalantis store.Before sending us your CV, you may read our Privacy Notice.","Київ, Львів, Дніпро, Ларнака (Кіпр), Варшава (Польща), віддалено","Python, FastAPI, GraphQL, Git, GitHub, AWS",5+
Python ML/Data Engineer,https://jobs.dou.ua/companies/gemicle/vacancies/269512/,Gemicle,"About Company Our client is the first Customer-Led Marketing Platform. Its solutions ensure that marketing always starts with the customer instead of a campaign or product. It is powered by the combination of 1) rich historical, real-time, and predictive customer data, 2) AI-led multichannel journey orchestration, and 3) statistically credible multitouch attribution of every marketing action.In Gartner’s 2023 Magic Quadrant for Multichannel Marketing Hubs, the company was positioned the highest in execution and furthest in vision among Challengers. In Gartner’s companion report ranked #1 by Gartner for Multichannel Marketing Journey Orchestration.ResponsibilitiesWe are seeking a person who feels free in data analysis (including hands-on experience with ML algorithms) and developing data processing pipelines as a software engineer. As a part of our team, you will be responsible for:Investigate the historical data and find opportunities for ML model usage.Contribute to existing and create new data processing pipelines.Collaborate with others to bring ML models to production.RequirementsStrong programming skills in Python and experience with data processing libraries (pandas, numpy).Hands-on experience with at least one of ML libraries (TensorFlow, PyTourch, scikit-learn, etc.)Profound knowledge of statistical analysis algorithms and approaches to ML model training and evaluation.Advanced experience in SQL for data querying and manipulation.Good understanding of clean code principles.Experience with OLAP storage (Snowflake, BigQuery, ClickHouse, etc.).Experience with data processing services (Apache Airflow, GCP Dataflow, Apache Hadoop, etc.).Ability to communicate clearly with both technical and non-technical audiences.Fluent EnglishAdvantagesHands-on experience with Apache Airflow.Hands-on experience with Snowflake and Snowpark.Experience in Scala.Familiarity with CI/CD pipelines.Understanding of IaC scripts (terraform, bicep, etc.)","Вінниця, віддалено","Python, SQL, GCP, Terraform, NumPy, Pandas, Scikit-learn, TensorFlow",5+
Senior Python / Golang Developer in Email Services: Development & QA Team,https://jobs.dou.ua/companies/zone3000/vacancies/272473/,ZONE3000,"Your expertise: Minimum of 5 years’ experience in web service development with Python, including a strong proficiency in Django, Django REST Framework and CeleryAt least 3 years of experience in Golang, with a focus on network programming projectsExpertise in working with PostgreSQL, Redis and RabbitMQSolid understanding of networking protocols and concepts, such as HTTP, TCP / IP, DNS, SSL / TLSFamiliarity with common software design patterns and principles, with a dedication to implementing them in practical scenariosExperienced in writing comprehensive unit and integration testsCapable of documenting code for maintenance and collaborative purposesWell-versed in Linux environments, Docker, and docker-compose for development and deploymentExperienced with CI / CD pipelines and automation toolsIntermediate level in English, capable of effectively reading and writing technical documentation and engaging in written technical communicationsProduct technology stack:PythonGolangDjango / Django REST FrameworkCeleryPostgreSQL, RedisRabbitMQDockerAWSAtlassian stackWill definitely be a plus: Experience with AWS, ELK and GrafanaUnderstanding of event-driven architecturesWhat’s in it for you?Opportunity to deal with top-notch technologies and approaches in a world-leader product company with millions of customersOpportunity to make a difference for online privacy, freedom of speech, and net neutralityDecent market rate compensation depending on experience and skillsDeveloped corporate culture: no micromanagement, culture based on principles of truth, trust, and transparency“You build it, you own it” mentality in most contextsSupport of personal and professional developmentcoverage of costs of external trainings, conferences, professional literaturesupport of experienced colleaguesin-house events and trainingsregular knowledge sharing in teamsEnglish classes and speaking clubsLife-balance supporttruly flexible schedule, no time-tracking at all25 working days of vacation5 days of paid sick leave per month (if necessary) without providing a medical certificategenerous maternity leave programProfessionally strong environment, friendly and open atmosphere, ability to influence the product development and recognition for itYou will be involved into: Develop and implement new services for email delivery and filtration using Python and GolangEnhance and maintain existing services by adding new features and fixing bugsEnsure code quality through comprehensive unit and integration testsParticipate in system design discussions for services, offering innovative solutionsDiagnose and resolve issues utilizing logs, error reports, and telemetry dataWriting technical documentation of implemented features / servicesAbout the company and project:ZONE3000 is proud to represent its partnership with Namecheap (www.namecheap.com). Namecheap was founded in 2000 on the idea that all people deserve value-priced domains delivered through stellar service. Today Namecheap is a leading ICANN-accredited domain name registrar and web hosting company with over 13 million customers and 17 million domains under management — and we’re just getting started.Our culture is built on the values that we live every day: the way we work, the way we collaborate with our global network of colleagues and the way we relentlessly innovate solutions that meet the emerging needs of our customers.Join us in our mission with our spam filtration tool, which processes over 22 million emails daily. We are in search of a proficient software engineer with skills in Python and Golang. The selected candidate will play a key role in the development and maintenance of backend services vital to our email delivery and filtering operations. While Python is the primary language for many of our services, we increasingly rely on Golang for those requiring peak performance. This position requires engaging with HTTP-based web services and occasionally working with lower-level protocols like TCP. Therefore, a solid understanding of network programming is mandatory.",віддалено,"Python, SQL, Django, PostgreSQL, Redis, Django REST Framework, Docker, AWS, Nose, Grafana, RabbitMQ, Celery",5+
Senior Python Developer,https://jobs.dou.ua/companies/numerical-technologies-ltd/vacancies/231293/,Numerical Technologies,"Numerical Technologies is a leading provider of custom software solutions and services specializing in risk, limits, and regulatory capital. Right now, we are looking for a Python Developer to join our team.What will you be doing? You will be joining an international team of experienced developers dedicated to providing best-in-class development and cloud management services to our clients, stakeholders, and partners.You will help us develop new software features, support and maintain the existing ones. You will be writing scalable and fault-tolerant code, debugging programs, and integrating applications with third-party web services. You will provide hands-on expertise to increase the availability, reliability, and efficiency of our products. You will work closely with the client and product manager to understand the system’s functional and non-functional requirements, and contribute to code quality through unit testing, integration testing, code review, and system design using Python to build robust software that aligns with the client’s business needs.What are we looking for? ◼️ A strong programming background with Python and OOP skills◼️ Hands-on experience in developing UI components using FastAPI◼️ Experience of the Agile project management methodology◼️ Good knowledge of Git, Jira, and Confluence◼️ Demonstrated problem solving skills to provide production support of software◼️ Strong communication skills (in English) and experience in dealing with both technical and non-technical stakeholdersWhat additional skills will help you stand out? ◼️ Hands-on experience in developing backend, microservices, RESTful api using Python◼️ Experience working at a financial institution◼️ Experience working with cloud platforms (AWS, Azure)We offer: ◼️ Competitive compensation depending on experience and skills◼️ Regular assessments and salary reviews◼️ Paid personal days◼️ Health insurance◼️ Partial gym compensation◼️ English/Polish/Spanish language classes◼️ Flexible working schedule◼️ Friendly team and enjoyable working environment","за кордоном, віддалено","Python, FastAPI, Git, AWS, Azure",5+
Software Engineer (Python),https://jobs.dou.ua/companies/pin-up-tech/vacancies/268455/,PIN-UP.TECH,"PIN-UP.TECH is one of the directions of the international ecosystem PIN-UP Global, which operates in six countries — Ukraine, Poland, Kazakhstan, Cyprus, Peru, and Armenia. PIN-UP.TECH is the foundation of today’s international ecosystem of PIN-UP Global, the main products of PIN-UP.TECH are platforms for Ukraine and Kazakhstan. PIN-UP Global is an ecosystem of independent companies involved in the life cycle of various entertainment products. Ecosystem companies introduce innovative technologies, non-standard solutions for the development and scaling of products and services.We are looking for a Software Engineer (Python) to join our team.Requirements•Solid knowledge of Python language 4+ years;•Commercial experience with Django (v3 or v4) and DRF;•Experience with one of RDBMS (MySQL / PostgreSQL);•Experience with Docker;•Commercial experience with FastAPI, Pydantic, Flask, sqlalchemy.Will be plus•Good knowledge of HTML/CSS;•JavaScript/Typescript;•Angular;•Kubernetes.Soft Skills•Responsibility;•Sociability;•Proactivity;•Self-organization.Responsibilities•Develop, support, and maintain projects in Python;•Solve technical challenges;•Participate in code reviews;•Improve your technical and soft skills.Our benefits to you🍀An exciting and challenging job in a fast-growing product ecosystem, the opportunity to be part of a multicultural team of top professionals in Development, Engineering and Architecture, Management, Operations, Marketing, etc;🤝Great working atmosphere with passionate IT experts and leaders, sharing a friendly culture and a success-driven mindset is guaranteed;📍Beautiful offices in Kyiv, Warsaw, Limassol, Almaty, Yerevan — work with comfort and enjoy the opportunity to build a network of connections with IT professionals day by day;🧑‍💻Laptop & all necessary equipment for work according to the ecosystem standards;🏖Paid vacations, personal events days, days off;🫖Paid sick leave;👨‍⚕Medical insurance;💵Referral program — enjoy cooperation with your colleagues and get the bonus;📚Educational support by our L&D team: internal and external trainings and conferences, courses on Udemy;🗣Free internal English courses;🤸‍♀Sport benefit;🦄Multiple internal activities: online platform with newsletters, quests, gamification and presents for collecting bonuses, PIN-UP talks club for movie and books lovers, board games cozy evenings, special office days dedicated to holidays, etc;🎳Company events, team buildings.","Варшава (Польща), віддалено","Python, SQL, JavaScript, HTML, CSS, Django, Flask, FastAPI, PostgreSQL, MySQL, Angular, DRF, Docker, Kubernetes",5+
Senior Software Engineer,https://jobs.dou.ua/companies/sps-ukraine/vacancies/250697/,SPS Ukraine,"Your TeamThere are three people on the team. You will report directly to your manager. The Reporting team builds event-based and high-load reporting applications on Python, Go, and AWS while also using a bunch of other advanced technologies. Our service manages thousands of requests per second, handling tens of millions of transactions or terabytes of data each month.How We WorkOur daily work is based on DevOps and XP practices — TDD, Automation Testing, CI/CD. There are daily stand-up meetings, sprint planning, reviews, demo sessions, and retrospective meetings.Requirements:5+ years developing in Python using any web framework;Experience with GoExperience with relational databases (Postgres, MySQL or any other);Experience with NoSQL databases (Elasticsearch or any other);Experience with in-memory caches (Redis, Memcached or any other);Experience with AWS or any other cloud provider infrastructure (Lambda, API Gateway, Kinesis, S3, EC2, DynamoDB, SQS);Experience with distributed systems;Experience with high-loaded backend services;Advance English. Extra Points For:Experience with event-driven services;Experience with Kubernetes;Deep understanding of DynamoDB including advanced single table patterns.Any experience with EDI (Electronic Data Interchange)",за кордоном,"Python, SQL, MySQL, Redis, Elasticsearch, Kubernetes, AWS, Requests",5+
Fullstack Python/React Developer,https://jobs.dou.ua/companies/elementica/vacancies/272191/,Elementica,"Build the most meaningful apps on the latest web technologies! ABOUT ELEMENTICA Welcome to Elementica! We are excited to see you on our profile. Elementica is a leading global software development company — expert in delivering web development, mobile application development and IT consulting services of any complexity to clients worldwide.www.elementica.io JOB POSITION We are looking for a talented Fullstack Python/React Developer to join our Development Team. You will be at the core of our talented Web Apps teams and focus on building the most advanced and meaningful apps and workflows on the latest web technologies. RESPONSIBILITIES AND DUTIES As a fullstack developer, you will work on our next generation applications, a specific project critical to our customer’s needs. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new challenges as we continue to push technology forward.We are Product oriented developers with a growth mindset. We are curious problem solvers and we like to collaborate, communicate, share knowledge and technical ideas and grow together. What you’ll do:— Develop cloud based frontend and backend web applications— Work in all phases of the software development life-cycle (planning, design, implementation, deployment, monitoring and support)— Collaborate and grow in a dynamic environment while working in small, agile and cross functional teams— Use the latest technologies to solve real problems for our customers— Communicate and coordinate with our engineering team in Ukraine. What we look for in you:— Results-orientation, collaborative, pragmatic and agile mindset— Strong knowledge in working with Javascript, Typescript and Python— Expertise with the cloud (preferably AWS or GCP)— Working proficiency in English (written and verbal)— Continuous independent learning We are looking for these skills/experience:* Strong knowledge of FastAPI Python framework* Familiarity with some ORM (Object Relational Mapper) libraries* Strong knowledge of relational (PostgreSQL) and non-relational (MongoDB) databases* Experience with React hooks, CSS-in-JS, Redux, Jest* Understanding of SSR with Next.js* Understanding of common development principles and best practices (SOLID, DRY, YAGNI) and basic understanding of design patterns* Experience working with Docker and Docker Compose* Experience in CI/CD processes is a plus* Experience with web performance optimizations What we offer:* The opportunity to drive the development of cutting-edge software products* The chance to work on interesting technical challenges such as advanced algorithms, wide integrations or scalable content management* A positive, highly skilled, young team with a focus on quality* Hybrid/remote working possibility / Home-office friendly / Flexible working hours* Pick your own gear: Linux or IOS — whatever works best for you* A lot of room for your own ideas. We always highly encourage you to work on them together with the team.* Outstanding compensation based on experience and 20 days vacation* Sponsored training opportunities with Udemy and English classes Our job offer Full Stack Python/React Developer sounds interesting? Then we are looking forward to receiving your application!","Запоріжжя, віддалено","Python, SQL, JavaScript, CSS, FastAPI, PostgreSQL, MongoDB, React, Docker, AWS, GCP",5+
Senior Data/Python Engineer,https://jobs.dou.ua/companies/turnkey-labs/vacancies/268742/,TurnKey Labs,"Location: EuropeAbout the ProductAt Turquoise, we’re making healthcare pricing simpler, more transparent and lower cost for everyone. We’ve already launched our consumer-facing website that allows anyone to search and compare hospital insurance rates — something never before possible. Now, we’re rolling out a suite of new products for providers, payers and patients to clean up the healthcare transaction. We want to change how the industry works from the inside out.We’re a Series B-stage startup backed by top VCs. More importantly, we’re a multi-talented group of folks (moonlighting as authors, bass players, improv instructors, chefs, linguists and trivia buffs) with a big passion for improving healthcare. We’re eager to find ambitious yet well-rounded teammates to join us on this mission.Our product is used by hospitals, health insurance companies, and other companies that pay for healthcare in the US.Our immediate goal is to continue building and improving our products.ResponsibilitiesArchitect and create processing solutions for hundreds terrabytes of healthcare payments data — claims, contract rates and demographics data, to name a few.Extend and improve our data platform and data warehouse solutions — ingestion, storage, processing, data optimization, etc.Draft internal and external technical documentation.Fluidly meet the sporadic daily tasks of a small, growing startup.Requirements5+ years of experience writing Python on a professional level.Proficiency in SQL — you know how to speed up a query, analyze why it is slow, etc.Experience working with big relational databases using plain SQL (Postgres/Mysql/NoSQL/etc...).Experience with columnar databases.Experience in designing and implementing working distributed systems from scratch.Working with cloud (We’re working only with AWS).Nice to haveProficient cloud experience.Experience working with PySpark is a plus.Columnar file types.Experience working with data lakes or warehouses (Redshift/Trino/etc), Airflow, Boto3, and Terraform.Caching and index systems — (Redis, Elasticsearch).Benefits of the JobStock Option Plan.Annual Learning & Development Benefit ($1200).Health and wellness package.Remote work.",віддалено,"Python, SQL, MySQL, Redis, Elasticsearch, AWS, Terraform, Chef",5+
Senior Python AI agent Engineer,https://jobs.dou.ua/companies/winsoft-agency/vacancies/272120/,WinSoft Agency,"Hey! Our company “WinSoft” has an open Senior Python ML Engineer full-time position for an ongoing project. We have a dedicated team in that project and hope you can join us!About the project: AI web application with financial, operational excellence, and workflow automation. This is the startup and we have a friendly, skilled, and dedicated team. Our clients are in the USA timezone and we have regular meetings in their timezone.Requirements: We expect you to be able to build an AI agent, based on some open-source AI framework. AI agents should be able to handle all the financial and marketing functionality and chat questions.Python for at least 5 yearsBackground in using the RAG framework and multi-modal AI approach to building ML applications is a mustExperience with building financial, and marketing AI functionality (agents, LLMs, etc) is highly preferredExperience in creating AI agents from scratchAbility to work independently and research, suggest, and find the solutionBe a team player with great soft & communication skills Contract details:2 weeks paid trial period6+ months contractCompetitive monthly payment for the full-time job",віддалено,Python,5+
Senior Python Developer for an AI system,https://jobs.dou.ua/companies/synergetica/vacancies/271949/,Synergetica,"Our customer is developing a complex system for the security and monitoring of the mining industry with extensive usage of AI and sensors placed on various equipment. They offer comprehensive hardware with 24/7 coverage and monitoring, with high requirements for the security and stability of the system. The system enhances productivity by optimizing maintenance strategies, streamlining mining operations with full site coverage, and significantly improving work safety.Responsibilities:Designing and developing scalable backend systems, APIs, and database solutions for the company’s main product that makes machines smarterMentoring and guiding junior developers while fostering a culture of learning and best practicesCollaborating with cross-functional teams to deliver high-quality software solutionsLeading technical discussions, contributing to architectural decisions, and ensuring code quality through reviews and standardsContinuously learning, adapting to new technologies, and driving innovation within the development teamRequirements:6+ years of backend development experience, with at least 3 years specializing in Python, including proficiency in multiprocessing and experience with data manipulation libraries such as PandasDemonstrated expertise in designing, deploying, and monitoring large-scale SAAS and on-premises systems, including RESTful APIs and Events Driven architecturesStrong knowledge of databases including BigQuery, PostgreSQL, or similar alternativesExperience with cloud providers servicesProficient in applying software engineering best practices, including coding standards, code reviews, CI/CD, and testingStrong problem-solving skills, creative thinking, and effective communication skills with a collaborative team-player attitudeGood spoken and written English level — ideally Upper-Intermediate or higherNice to have:Proficiency in GCP services such as Cloud Run/Function, Cloud Build, and WorkflowsExperience with low-level languages such as C, C++, C#, Java, or RustFamiliarity with Wireshark or inter-component communicationFamiliarity with video stream pipelines, neural network frameworks (PyTorch/TensorFlow)A degree in Computer Science or a related fieldWe offer:Competitive salary depending on your experienceProfessional development opportunitiesStudy and practice of English: courses and communication with colleagues and clients from different countriesYoga classesCompensation package (paid vacation, sick leaves)Flexible working hours (from 9-11 to 18-20)Comfortable office or possibility to work remotelyIf your qualifications and experience match the requirements of the position, our recruitment team will reach out to you in a week maximum. Please rest assured that we carefully consider each candidate, but due to the amount of applications the review and further processing of your candidacy may take some time.","Київ, віддалено","Python, SQL, PostgreSQL, GCP, Pandas, TensorFlow, PyTorch, Multiprocessing",5+
Senior Software Engineer (Python) for New Product,https://jobs.dou.ua/companies/macpaw/vacancies/271905/,MacPaw,"MacPaw is a software company with headquarters in Kyiv, Ukraine, that develops and distributes software for macOS and iOS. At MacPaw, we believe that humans and technology can reach their greatest potential together. Today, our products have more than 30 million users worldwide. MacPaw is proud to be Ukrainian. The support and development of Ukraine are significant parts of the company’s culture. MacPaw gathers open-minded people who support each other and aspire to change the world around us.At MacPaw, we never stop at what has been accomplished and always look for new ways to improve the world. That is why we are going to launch a new product that will change people’s interaction with different apps in one space.It’s a new product, so our Senior Software Engineer will have a major impact on the growth and scope of the next big and revolutionary product for MacPaw. We are looking for solution-focused individuals with a can-do attitude. We don’t have a lot of time to roll out, so we need you quickly plunge into work.If it sounds interesting to you, look no further — this is the right job for you
In this role, you will:Implement and maintaine secured storage for sensitive dataAnalyze (how to do?) and validate (can be done?) technical solutions for business problems/ideas/needs. Suggest alternatives with reasoning about their pros and cons, decompose into technical tasks on your ownDevelop architectural solutions for the product. Take responsibility for implementing these solutions and their adaptation to product changes in the future, and solve related technical conflicts with the engineering teamInvestigate and analyze fatal issues and critical failures that happened on the product, and share this information with other engineers to avoid the same or related issues in the futureCommunicate with the team(-s)/PM/EM to clarify implementation details, edge cases, specify input or missing data and possible usecases/flows in order to successfully implement a solution and make constructive collaborations if neededParticipate in growing engineering culture in the company by being an active early adopter of changes in engineering processes in order to ensure the successful implementation of Company engineering strategySkills you’ll need to bring:5+ years of development experience with PythonSolid experience in REST API developmentExperience with web frameworks (Flask/FastAPI/Django)Proficiency with relational databases like PostgreSQLStrong sense of ownership, ability to self-manage and work independently, great communication skillsGreat ability to prioritize tasks and manage time efficientlyAt least an Intermediate level of English & fluent UkrainianAs a Plus:General understanding of LLM and experience with OpenAI API, LangChain, Microservices Architecture, Distributed SystemsFamiliarity with message brokersGeneral security domain knowledgeExperience with Vector databasesWhat we offer:We are a Ukrainian company, and we stand with Ukraine against russian aggressionWe maintain workplaces and salaries for the mobilized Macpawians and provide financial support to colleagues or their families affected by the war.Here you also can read about MacPaw Foundation, which intends to help save the lives of Ukrainian defenders and provide relief to as many civilians as possible.Hybrid work model It’s entirely up to you whether to work remotely or at the hub. If you decide to mix it, our Kyiv headquarters (HQ), which works as a coworking space, is open around the clock. The HQ is supplied with UPS and Starlink for an uninterrupted work process.We also reimburse the costs of renting a coworking space in any other city.If you decide to work at home, we cover the costs spent on your workspace organization: portable power stations, power banks, etc.Your health always comes first We cover 100% of your medical insurance costs and 50% for your dependents. We also offer a 50% refund for psychotherapy.Flexible working hours You can choose a schedule that is comfortable for you. No one here tracks your clock in/clock out because MacPaw is built on trust and cooperation.Space to grow both professionally and personallyWhatever your dreams and aspirations are, we got you. Education budget, annual development reviews, free English classes, and regular lectures. We also offer personal coaching with organizational coaches.Teams we are proud of We build honest, transparent, and reliable relationships within teams. Every Macpawian can improve processes and implement their ideas. We encourage open and constructive feedback and provide training for Macpawians on giving and receiving feedback.Office designed for people (and pets)Our office has it all. A spacious workplace with enough room for sitting up, lying down, and running around. A gym for recreation, fitness, and yoga. Cozy kitchens with coffee, snacks, and lunches. Sleeping/meditation rooms. A terrace with a view where we throw summer parties. Also, we have two cats living in the office, and you are welcome to bring your pets to the office (we have separate floors for cats and dogs).Time-off policy that covers life’s needs20 vacation days, unlimited paid sick leaves, xDays (2 days a month to work on side projects), days for personal time-off designed to help you take care of essential matters in your personal life, and parental leaves. On top of all that, sabbaticals are open after 5 years of being with MacPaw.Join social initiatives with MacPawCares MacPaw participates in numerous humanitarian aid and charity projects across many fields, and you are welcome to jump in and spend up to 24 working days per year making the world a better place.",Київ,"Python, SQL, Django, Flask, FastAPI, PostgreSQL, REST API",5+
Senior Python (Prompt Engineering) Developer,https://jobs.dou.ua/companies/ust/vacancies/271899/,UST Ukraine,"We are looking for an experienced Python Developer.Project: This is for AI development for an existing project focussing on Web development for clients. The AI development will focus on leveraging AI for some of the key business scenarios. Location: Ukraine.Required Skills and Qualifications:Strong proficiency in Python programming and software development practices.Hands-on experience with Prompt Engineering techniques and methodologies.In-depth understanding of Retrieval-Augmented Generation (RAG) and its implementation.Practical knowledge of LangChain for building conversational AI systems.Familiarity with LlamaIndex, Azure Cognitive Search, or similar indexing and retrieval tools.Proficiency in working with large datasets and optimizing data processing pipelines, specifically using libraries such as Pandas.Knowledge of working with APIs using Python requests library.Pytest & Behave for automation testing.We offer:Flexible schedule and opportunities to work remotely (8 hours workday).Friendly professional staff and warm atmosphere.The environment where you can implement your ideas.Paid vacations and sick leaves.Medical insurance.Opportunity to work remotely.Participation in educational activities and thematic conferences.Team parties and corporate events.","Київ, віддалено","Python, Azure, pytest, Behave, Pandas, Requests",5+
Senior Python Engineer,https://jobs.dou.ua/companies/introduct/vacancies/271781/,Introduct Group,"Project Description The goal of the project is to build Data Infrastructure as a Service and to create a Datamesh system for future use in a Smartcity OS/infrastructure. This project is part of a larger company but operates internally like a startup. It offers a unique approach to making real-time data easily ingestible, available, secure, and interoperable, creating a river of data that allows solution developers, innovators, and governments to deliver cognitive services and experiences for the world.Three important things to know about Introduct: GROWTH & DIVERSITY Our consistent growth is a reflection of our strategic vision and adaptability. The strength of Introduct lies in our diverse, multinational team, a confluence of varied skills pivotal to our success.Nations: minimum 7 (Georgia, Azerbaijan, Ukraine, Moldova, Estonia, Kazakhstan);Languages: minimum 7 (English, Estonian, Romanian, Ukrainian, Georgian, Azerbaijani, Arabic).TRUST & EXPERTISE At Introduct, responsibility transcends mere commitment—it’s an operational ethos. Our unwavering trust in our specialists ensures that our clients benefit from well-informed, expert solutions. Our customers, spanning varied geographies and sectors, range from nascent startups with talented leaders to established enterprises, and from governmental bodies to non-profit organizations. Each client, irrespective of their domain or scale, benefits from our in-depth technological expertise.We collaborate with 25 clients across the European and Middle Eastern markets. With our assistance, over 90 projects have been successfully completed. Our team consists of more than 120 employees from various countries. Learn more about our clients and read their testimonials by following this link INNOVATION & RESILIENCE We prioritize actionable innovation, approaching challenges with a balanced, solutions-focused perspective, and adeptly handling complexities.Impulse Generator Fund (IGF) in cooperation with Introduct has had a startup in their portfolio: Marine Digital (now Perfomax.io) — a maritime data management system for cargo fleet operators. Their solutions optimize the voyage of the vessel in order to reduce GHG emissions into the atmosphere.RequirementsAt least 5+ years of development experience with PythonStrong understanding and experience in asyncioExperience with any relational databases (SQL queries, migrations, optimization)Solid experience with message queues (e.g., RabbitMQ, Kafka)Solid experience with Docker and k8sStrong understanding of object-oriented programming concepts and design patternsExperience with RESTful API development and integrationGood understanding of the development cycle from requirements analysis and deployment to application monitoringExcellent experience in developing a microservice architecturePractical experience to develop and use unit testsStrong troubleshooting skills, ability to work in a dynamic environment, handling multiple tasks simultaneouslyProactive, results-oriented personalityAbility to prioritize personal workloadExcellent communication skills, strong sense of responsibility, strong attention to details, ability to work within a team environment, and good learning skillsEnglish spoken and written at the intermediate level or higherExperience with Pandas and SparkResponsibilitiesDevelop and maintain a scalable Data Infrastructure as a Service platform.Design and implement a Datamesh system to support future Smartcity OS/infrastructure needs.Ensure seamless ingestion and availability of real-time data streams.Implement robust security measures to protect data integrity and privacy.Enhance data interoperability to support various applications and services.Create a continuous flow of data to support solution development for developers, innovators, and government entities.Enable and support the delivery of cognitive services and smart city experiences.Nice to haveUnderstanding and ability to configure Github CI/CD pipelinesWorking ConditionsCompetitive salaryEnjoy the freedom of working entirely remotely with a flexible schedule, tackling some of the most challenging and high-profile projects on a global scale.Join a diverse, multinational team serving clients in over 10 countries!Benefit from our international online office, ensuring seamless connectivity and collaboration no matter where you are.Take English classes if you wish to enhance your language proficiency.Utilize a dedicated learning budget for courses and certifications to further your professional development.We provide the necessary equipment to ensure you have the tools needed to excel in your role(in Ukraine).",віддалено,"Python, SQL, Git, GitHub, Docker, Pandas, RabbitMQ, Asyncio",5+
